CustomerID,VehicleID,VehicleMake,VehicleModel,VehicleYOM
Cust6153,Vehicle9745,Suburu,Legacy,2009
Cust6154,Vehicle3088,Mercedes,F150,2010
Cust6155,Vehicle26007,Audi,Civic,2006
Cust6156,Vehicle14086,BMW,Civic,2000
Cust6157,Vehicle23932,Jeep,RAM,2007
Cust6158,Vehicle16491,Jeep,Grand Cherokee,2003
Cust6159,Vehicle27908,Ford,F150,1996
Cust6160,Vehicle27085,Ford,Neon,2002
Cust6161,Vehicle6844,Accura,Neon,2005
Cust6163,Vehicle19333,BMW,Legacy,2005
Cust6164,Vehicle26078,Suburu,Legacy,2008
Cust6165,Vehicle27126,Saab,92x,2002
Cust6167,Vehicle15576,Audi,A3,2003
Cust6169,Vehicle31958,Volkswagen,Jetta,2008
Cust6170,Vehicle38717,Honda,Civic,2012
Cust6173,Vehicle28142,Audi,A5,2001
Cust6175,Vehicle18395,Nissan,Maxima,2003
Cust6176,Vehicle4398,Jeep,A3,1996
Cust6177,Vehicle13384,Chevrolet,Silverado,2005
Cust6178,Vehicle32715,Chevrolet,CRV,2001
Cust6181,Vehicle3282,Chevrolet,95,2006
Cust6184,Vehicle26360,Honda,Forrestor,2009
Cust6185,Vehicle33381,Ford,A5,2010
Cust6186,Vehicle38083,Ford,F150,2010
Cust6188,Vehicle17833,Nissan,Maxima,2004
Cust6189,Vehicle33811,Chevrolet,Jetta,2006
Cust6191,Vehicle9134,Mercedes,C300,2009
Cust6192,Vehicle26633,Audi,C300,2008
Cust6193,Vehicle12906,Saab,92x,1996
Cust6197,Vehicle26614,Volkswagen,Passat,2013
Cust6199,Vehicle7029,Honda,Civic,2008
Cust6200,Vehicle12738,Accura,Camry,2006
Cust6201,Vehicle16687,Jeep,RSX,2008
Cust6202,Vehicle25646,Jeep,Highlander,2011
Cust6203,Vehicle32836,Saab,93,2002
Cust6204,Vehicle5059,Suburu,M5,2000
Cust6205,Vehicle7128,BMW,Pathfinder,2013
Cust6207,Vehicle13933,Chevrolet,Tahoe,2006
Cust6208,Vehicle35213,Suburu,Forrestor,2012
Cust6209,Vehicle19127,BMW,X5,2001
Cust6210,Vehicle2459,BMW,X5,2002
Cust6211,Vehicle26361,Toyota,Escape,2009
Cust6212,Vehicle38163,Suburu,Forrestor,2012
Cust6213,Vehicle17494,BMW,X6,2014
Cust6215,Vehicle24584,Toyota,Civic,2010
Cust6216,Vehicle19141,Honda,Civic,2011
Cust6217,Vehicle4738,Volkswagen,Accord,2009
Cust6220,Vehicle35671,Saab,92x,1998
Cust6221,Vehicle23622,Nissan,92x,1998
Cust6223,Vehicle19901,Toyota,M5,2013
Cust6224,Vehicle27383,Toyota,Maxima,2014
Cust6225,Vehicle28203,BMW,Accord,2002
Cust6227,Vehicle38572,Saab,Forrestor,2004
Cust6231,Vehicle34488,Suburu,Forrestor,2008
Cust6232,Vehicle21136,BMW,M5,2004
Cust6233,Vehicle39857,Honda,CRV,2007
Cust6234,Vehicle4598,Accura,CRV,2009
Cust6235,Vehicle20958,Nissan,Maxima,2004
Cust6236,Vehicle2338,Nissan,Maxima,2006
Cust6238,Vehicle10029,Saab,95,2008
Cust6239,Vehicle14491,Chevrolet,Silverado,2006
Cust6240,Vehicle1646,Suburu,C300,2001
Cust6241,Vehicle32681,Jeep,Grand Cherokee,2006
Cust6242,Vehicle28970,Dodge,RAM,2004
Cust6243,Vehicle7169,Accura,TL,2005
Cust6244,Vehicle29821,Ford,TL,2003
Cust6245,Vehicle22246,Audi,Grand Cherokee,2003
Cust6247,Vehicle12082,Jeep,Grand Cherokee,2001
Cust6248,Vehicle15980,Jeep,Fusion,2005
Cust6250,Vehicle9065,Chevrolet,Tahoe,1997
Cust6251,Vehicle14395,Honda,Civic,2010
Cust6252,Vehicle4676,Accura,RSX,2007
Cust6253,Vehicle8394,Mercedes,ML350,2009
Cust6254,Vehicle4147,Volkswagen,ML350,2011
Cust6255,Vehicle35835,Volkswagen,95,2006
Cust6256,Vehicle14687,BMW,X5,2010
Cust6257,Vehicle16969,Chevrolet,Malibu,2013
Cust6261,Vehicle26204,Jeep,Grand Cherokee,2002
Cust6262,Vehicle19022,Jeep,Civic,2002
Cust6263,Vehicle23489,Nissan,Pathfinder,2013
Cust6264,Vehicle32334,Volkswagen,Jetta,2008
Cust6265,Vehicle21101,Chevrolet,Ultima,2009
Cust6267,Vehicle12535,BMW,3 Series,1997
Cust6269,Vehicle34983,Accura,92x,2003
Cust6270,Vehicle7064,Accura,Civic,2011
Cust6271,Vehicle32764,Mercedes,Neon,2004
Cust6273,Vehicle17430,Dodge,Silverado,2012
Cust6275,Vehicle13098,Saab,95,2002
Cust6276,Vehicle13616,Suburu,Silverado,2001
Cust6277,Vehicle25923,Audi,Silverado,2002
Cust6278,Vehicle17976,Chevrolet,Maxima,1997
Cust6279,Vehicle20617,Suburu,Impreza,2008
Cust6281,Vehicle33178,Audi,Accord,2008
Cust6282,Vehicle9825,Audi,Accord,2007
Cust6283,Vehicle35133,Honda,Civic,2004
Cust6284,Vehicle38255,Mercedes,ML350,2008
Cust6285,Vehicle13180,Suburu,Legacy,2005
Cust6286,Vehicle38985,Suburu,X6,2002
Cust6287,Vehicle29639,Chevrolet,Silverado,2004
Cust6288,Vehicle38650,Dodge,Silverado,2002
Cust6289,Vehicle18064,BMW,X5,2011
Cust6290,Vehicle11310,Volkswagen,Jetta,2011
Cust6292,Vehicle36467,Chevrolet,Passat,1997
Cust6293,Vehicle24611,Volkswagen,Jetta,2007
Cust6294,Vehicle29904,Suburu,Fusion,2011
Cust6295,Vehicle31504,Jeep,Maxima,2002
Cust6296,Vehicle17611,Nissan,X5,1999
Cust6297,Vehicle5068,Toyota,Camry,2006
Cust6298,Vehicle29445,Chevrolet,Malibu,2012
Cust6299,Vehicle10295,???,95,1998
Cust6300,Vehicle28157,Saab,RAM,2006
Cust6301,Vehicle36038,Audi,95,1999
Cust6302,Vehicle31986,Saab,95,2001
Cust6303,Vehicle20560,Mercedes,C300,2003
Cust6304,Vehicle13170,Mercedes,C300,2003
Cust6306,Vehicle16082,Mercedes,Grand Cherokee,1999
Cust6309,Vehicle14715,Suburu,Neon,2007
Cust6310,Vehicle13115,Dodge,Highlander,2002
Cust6311,Vehicle24351,Dodge,RAM,2010
Cust6312,Vehicle31663,Toyota,Camry,2012
Cust6314,Vehicle12099,Mercedes,A5,1999
Cust6315,Vehicle26060,Ford,C300,2012
Cust6316,Vehicle7745,Ford,Civic,2014
Cust6317,Vehicle25243,Dodge,A5,2014
Cust6319,Vehicle39004,Jeep,A5,2007
Cust6320,Vehicle24024,Chevrolet,Silverado,2000
Cust6322,Vehicle30991,BMW,X5,2010
Cust6323,Vehicle1905,Suburu,MDX,2004
Cust6325,Vehicle16489,Dodge,Jetta,2008
Cust6326,Vehicle19490,Dodge,Fusion,2008
Cust6328,Vehicle2105,Honda,Civic,1997
Cust6329,Vehicle37406,Ford,F150,1996
Cust6330,Vehicle30281,Ford,F150,1996
Cust6331,Vehicle6063,Volkswagen,RAM,2006
Cust6332,Vehicle27405,Saab,RAM,2007
Cust6333,Vehicle15803,Mercedes,C300,2010
Cust6335,Vehicle1918,Volkswagen,Jetta,2006
Cust6336,Vehicle5474,Saab,C300,2005
Cust6337,Vehicle5566,Honda,Accord,2004
Cust6339,Vehicle21214,Ford,Fusion,2008
Cust6340,Vehicle34099,Toyota,Fusion,2006
Cust6341,Vehicle29176,Chevrolet,ML350,2012
Cust6342,Vehicle7624,Mercedes,3 Series,2004
Cust6343,Vehicle38669,Chevrolet,C300,2001
Cust6344,Vehicle25990,Chevrolet,Silverado,2002
Cust6345,Vehicle30146,BMW,M5,1997
Cust6346,Vehicle3743,Audi,93,2004
Cust6347,Vehicle13341,Honda,Civic,2001
Cust6348,Vehicle21775,Nissan,Maxima,2003
Cust6349,Vehicle14026,Chevrolet,A3,2001
Cust6350,Vehicle29468,Chevrolet,Tahoe,1997
Cust6351,Vehicle10182,Honda,CRV,1996
Cust6354,Vehicle26503,Toyota,Highlander,1999
Cust6356,Vehicle3774,Mercedes,E400,2009
Cust6357,Vehicle7612,Nissan,Pathfinder,2004
Cust6358,Vehicle30648,Ford,Escape,2010
Cust6359,Vehicle38780,Ford,Fusion,2010
Cust6360,Vehicle23942,Ford,Jetta,2010
Cust6361,Vehicle30104,BMW,X6,2007
Cust6362,Vehicle20563,Nissan,Maxima,2004
Cust6363,Vehicle3131,Chevrolet,Silverado,1999
Cust6365,Vehicle39621,Saab,93,1999
Cust6366,Vehicle11752,Saab,92x,1997
Cust6367,Vehicle35612,BMW,X6,2014
Cust6368,Vehicle22658,Toyota,X6,2013
Cust6369,Vehicle9455,Ford,F150,1995
Cust6372,Vehicle19492,Mercedes,E400,1995
Cust6373,Vehicle6911,Chevrolet,Tahoe,1999
Cust6374,Vehicle9448,Chevrolet,Tahoe,2011
Cust6375,Vehicle36294,Audi,A3,2006
Cust6376,Vehicle35436,Dodge,RAM,1998
Cust6377,Vehicle4096,Audi,M5,2000
Cust6378,Vehicle38364,Nissan,Maxima,2000
Cust6379,Vehicle13741,Volkswagen,Passat,2003
Cust6380,Vehicle19962,Dodge,Passat,2010
Cust6381,Vehicle1849,Ford,X6,2010
Cust6382,Vehicle19213,Ford,RAM,2009
Cust6383,Vehicle12425,Audi,Wrangler,2004
Cust6384,Vehicle31316,Accura,A5,2007
Cust6385,Vehicle26733,Jeep,Grand Cherokee,2008
Cust6386,Vehicle20113,Jeep,Wrangler,2007
Cust6387,Vehicle1969,Mercedes,A5,2007
Cust6389,Vehicle39438,Toyota,Highlander,2009
Cust6393,Vehicle39480,Dodge,MDX,1998
Cust6394,Vehicle3363,Chevrolet,MDX,1998
Cust6395,Vehicle26493,BMW,M5,2006
Cust6397,Vehicle21173,Saab,Silverado,2000
Cust6398,Vehicle25348,BMW,X6,2003
Cust6399,Vehicle13610,Toyota,Highlander,2009
Cust6400,Vehicle2600,Ford,M5,2008
Cust6401,Vehicle8241,Accura,E400,1997
Cust6402,Vehicle15521,Chevrolet,E400,1997
Cust6403,Vehicle6723,Mercedes,ML350,2013
Cust6404,Vehicle10219,Ford,ML350,2013
Cust6406,Vehicle24596,Volkswagen,Malibu,2009
Cust6407,Vehicle34365,Accura,3 Series,1995
Cust6408,Vehicle5890,Accura,Silverado,1996
Cust6410,Vehicle6623,Ford,X6,2005
Cust6411,Vehicle38576,Dodge,CRV,1996
Cust6412,Vehicle19695,Dodge,RAM,2008
Cust6413,Vehicle29855,Volkswagen,Jetta,2009
Cust6414,Vehicle10498,Ford,Fusion,2008
Cust6415,Vehicle7789,Ford,F150,2010
Cust6416,Vehicle20201,Ford,Highlander,2002
Cust6417,Vehicle16142,Saab,Maxima,2013
Cust6418,Vehicle8779,Saab,Wrangler,2008
Cust6419,Vehicle2171,Chevrolet,Tahoe,2013
Cust6420,Vehicle28828,BMW,Tahoe,2012
Cust6421,Vehicle36251,Chevrolet,Silverado,2004
Cust6422,Vehicle16949,Nissan,Silverado,2005
Cust6423,Vehicle6624,Volkswagen,Jetta,2001
Cust6424,Vehicle27849,Volkswagen,Forrestor,2009
Cust6425,Vehicle9822,Dodge,RAM,2008
Cust6426,Vehicle20188,Suburu,Legacy,2008
Cust6427,Vehicle15422,Dodge,Neon,1995
Cust6428,Vehicle24402,Dodge,Neon,1995
Cust6429,Vehicle18567,Suburu,F150,1999
Cust6430,Vehicle28468,Accura,MDX,1996
Cust6431,Vehicle3405,Ford,Fusion,2010
Cust6432,Vehicle2678,Volkswagen,Passat,2012
Cust6433,Vehicle29561,Volkswagen,Jetta,2001
Cust6435,Vehicle33529,Saab,RAM,2003
Cust6436,Vehicle9001,Dodge,RAM,2007
Cust6437,Vehicle39657,Chevrolet,Silverado,2010
Cust6440,Vehicle35215,Saab,Wrangler,2011
Cust6442,Vehicle14983,Jeep,Wrangler,2014
Cust6443,Vehicle37036,Volkswagen,Passat,2007
Cust6444,Vehicle9975,Volkswagen,Passat,2005
Cust6445,Vehicle37343,BMW,92x,2003
Cust6446,Vehicle10851,Audi,A3,2006
Cust6447,Vehicle1681,Mercedes,C300,2007
Cust6448,Vehicle36619,Ford,Fusion,2008
Cust6449,Vehicle36373,Honda,Civic,2003
Cust6450,Vehicle22198,Honda,Silverado,2000
Cust6451,Vehicle39007,BMW,X6,1998
Cust6452,Vehicle25176,BMW,X6,1995
Cust6453,Vehicle20571,Volkswagen,E400,2001
Cust6455,Vehicle38415,BMW,Jetta,2014
Cust6456,Vehicle5188,Volkswagen,Silverado,2005
Cust6457,Vehicle7952,Volkswagen,Passat,2007
Cust6459,Vehicle8673,Audi,MDX,2006
Cust6460,Vehicle28905,Suburu,MDX,2011
Cust6461,Vehicle30406,Toyota,Camry,2008
Cust6462,Vehicle24512,Volkswagen,Fusion,2011
Cust6463,Vehicle28193,Saab,92x,1997
Cust6466,Vehicle9564,Jeep,Silverado,2004
Cust6468,Vehicle17980,Toyota,Highlander,2009
Cust6469,Vehicle4848,Jeep,A5,2001
Cust6470,Vehicle13696,Audi,Passat,2001
Cust6471,Vehicle34133,BMW,M5,2003
Cust6472,Vehicle32679,Audi,A3,2001
Cust6474,Vehicle17801,Nissan,Corolla,1998
Cust6476,Vehicle39828,Ford,Fusion,2013
Cust6477,Vehicle25072,Jeep,Jetta,2004
Cust6478,Vehicle19624,Volkswagen,TL,2002
Cust6481,Vehicle10074,Volkswagen,RAM,2001
Cust6484,Vehicle11796,Ford,Forrestor,1998
Cust6486,Vehicle12226,Ford,F150,2000
Cust6488,Vehicle35509,Accura,MDX,1996
Cust6489,Vehicle36678,Dodge,Wrangler,2000
Cust6490,Vehicle31358,Jeep,MDX,1998
Cust6491,Vehicle15107,Chevrolet,Silverado,2015
Cust6493,Vehicle17626,Dodge,RAM,2005
Cust6494,Vehicle26178,Dodge,RAM,2006
Cust6496,Vehicle19988,Suburu,X5,1997
Cust6497,Vehicle39656,Suburu,A5,2005
Cust6499,Vehicle6218,Volkswagen,92x,2003
Cust6500,Vehicle24491,Nissan,92x,1998
Cust6501,Vehicle24835,Dodge,Neon,2005
Cust6502,Vehicle35070,Chevrolet,Silverado,1998
Cust6503,Vehicle32366,Accura,Malibu,2008
Cust6504,Vehicle9153,Toyota,Camry,2006
Cust6505,Vehicle2719,Audi,C300,2000
Cust6507,Vehicle16443,Dodge,RAM,1999
Cust6510,Vehicle26174,Suburu,Forrestor,2005
Cust6511,Vehicle19960,BMW,RAM,2005
Cust6512,Vehicle19222,Dodge,RAM,2000
Cust6513,Vehicle30069,Ford,Camry,2009
Cust6517,Vehicle24221,Toyota,Highlander,2005
Cust6519,Vehicle9571,Mercedes,Corolla,2012
Cust6521,Vehicle8915,Dodge,RAM,2009
Cust6522,Vehicle9194,Dodge,F150,2005
Cust6523,Vehicle26147,Ford,F150,1998
Cust6524,Vehicle17426,Accura,A5,2003
Cust6525,Vehicle18442,Volkswagen,Malibu,2012
Cust6526,Vehicle29957,Volkswagen,E400,2007
Cust6528,Vehicle33439,Accura,Ultima,2013
Cust6529,Vehicle18915,Jeep,X5,2004
Cust6530,Vehicle9632,Audi,A5,2001
Cust6531,Vehicle4107,Suburu,MDX,1996
Cust6532,Vehicle36630,Volkswagen,Passat,1996
Cust6533,Vehicle2297,Chevrolet,Highlander,2009
Cust6535,Vehicle38336,Suburu,Impreza,2011
Cust6536,Vehicle9215,Suburu,93,2015
Cust6537,Vehicle24451,BMW,Ultima,2009
Cust6539,Vehicle12467,BMW,Highlander,2014
Cust6541,Vehicle7828,Dodge,Tahoe,2009
Cust6542,Vehicle5919,Jeep,Tahoe,2012
Cust6543,Vehicle28790,Mercedes,ML350,2013
Cust6544,Vehicle22601,Accura,TL,2006
Cust6545,Vehicle37853,Ford,Fusion,2009
Cust6546,Vehicle35373,BMW,X6,2002
Cust6547,Vehicle25636,Ford,Escape,1998
Cust6548,Vehicle31224,Jeep,Grand Cherokee,2004
Cust6549,Vehicle32768,Suburu,Legacy,2010
Cust6550,Vehicle37759,Suburu,Legacy,2002
Cust6551,Vehicle16322,Dodge,RAM,2013
Cust6552,Vehicle17189,Toyota,Camry,2008
Cust6553,Vehicle30641,Nissan,A3,2006
Cust6554,Vehicle24567,Dodge,RAM,2008
Cust6555,Vehicle13465,Saab,92x,2001
Cust6556,Vehicle30687,Mercedes,E400,2005
Cust6557,Vehicle21587,Chevrolet,X6,2012
Cust6558,Vehicle38642,Suburu,Impreza,2000
Cust6559,Vehicle12433,Mercedes,ML350,2012
Cust6561,Vehicle30860,Suburu,Forrestor,2003
Cust6562,Vehicle23493,Dodge,E400,2006
Cust6564,Vehicle1709,Suburu,Forrestor,2007
Cust6565,Vehicle36474,Ford,F150,2010
Cust6566,Vehicle23391,Volkswagen,Jetta,2002
Cust6567,Vehicle1821,Suburu,Forrestor,2004
Cust6569,Vehicle12794,BMW,X5,2006
Cust6570,Vehicle17931,Audi,A3,2001
Cust6571,Vehicle29767,Nissan,Highlander,2012
Cust6572,Vehicle6744,Suburu,Legacy,2008
Cust6573,Vehicle10513,Ford,Escape,2004
Cust6574,Vehicle12321,Ford,Neon,1996
Cust6575,Vehicle10561,Suburu,A5,2008
Cust6576,Vehicle33867,Mercedes,ML350,2005
Cust6577,Vehicle15380,BMW,Civic,2004
Cust6578,Vehicle13100,BMW,Civic,2010
Cust6579,Vehicle13202,Audi,Highlander,2012
Cust6580,Vehicle20873,Toyota,MDX,2011
Cust6581,Vehicle5420,Honda,X6,2007
Cust6582,Vehicle36009,Dodge,RAM,2010
Cust6583,Vehicle37803,Nissan,RAM,2003
Cust6584,Vehicle3454,Saab,95,1998
Cust6585,Vehicle12252,Saab,92x,1997
Cust6588,Vehicle23638,Accura,MDX,1997
Cust6589,Vehicle8396,Audi,Highlander,2012
Cust6590,Vehicle37318,Ford,Fusion,2012
Cust6591,Vehicle26198,Nissan,Maxima,2001
Cust6592,Vehicle3194,BMW,Civic,2006
Cust6593,Vehicle26203,Saab,92x,1999
Cust6594,Vehicle37066,Volkswagen,MDX,2003
Cust6595,Vehicle15246,Volkswagen,Passat,1996
Cust6597,Vehicle3104,BMW,X6,2006
Cust6598,Vehicle27084,Volkswagen,Jetta,2008
Cust6599,Vehicle39075,Suburu,Impreza,2009
Cust6600,Vehicle28443,Honda,Jetta,2007
Cust6601,Vehicle18373,Chevrolet,93,2013
Cust6602,Vehicle25641,Audi,A5,2000
Cust6603,Vehicle20889,Dodge,Neon,1997
Cust6604,Vehicle8381,Suburu,Forrestor,2011
Cust6606,Vehicle1769,Chevrolet,Silverado,2007
Cust6607,Vehicle38063,BMW,C300,1998
Cust6608,Vehicle32072,Audi,Civic,2003
Cust6609,Vehicle11117,Mercedes,E400,2002
Cust6610,Vehicle33522,Ford,F150,2000
Cust6612,Vehicle29011,Accura,MDX,2010
Cust6613,Vehicle21989,Audi,A3,2005
Cust6614,Vehicle22723,Saab,CRV,1998
Cust6615,Vehicle37833,Mercedes,Civic,2012
Cust6616,Vehicle22915,Toyota,Corolla,2005
Cust6617,Vehicle27218,Mercedes,A5,2014
Cust6618,Vehicle29659,Audi,ML350,2010
Cust6619,Vehicle4346,Audi,A5,2005
Cust6621,Vehicle14202,Chevrolet,Tahoe,2011
Cust6623,Vehicle18917,Audi,F150,2009
Cust6624,Vehicle2230,Nissan,Maxima,1999
Cust6626,Vehicle21189,Mercedes,Passat,2004
Cust6629,Vehicle33122,Dodge,Passat,2007
Cust6631,Vehicle26961,Ford,Grand Cherokee,2008
Cust6634,Vehicle8226,Chevrolet,Malibu,2003
Cust6635,Vehicle12849,BMW,X5,1998
Cust6636,Vehicle3933,Ford,Escape,2009
Cust6637,Vehicle1524,BMW,X6,2008
Cust6638,Vehicle20917,Volkswagen,Jetta,2008
Cust6640,Vehicle5105,Mercedes,Maxima,1996
Cust6641,Vehicle34587,Saab,95,2002
Cust6642,Vehicle12957,Toyota,Escape,2013
Cust6643,Vehicle17658,Honda,Fusion,2001
Cust6644,Vehicle35287,Dodge,RAM,2007
Cust6645,Vehicle27595,Honda,CRV,2006
Cust6646,Vehicle29454,Dodge,A3,2003
Cust6647,Vehicle36258,Honda,CRV,2010
Cust6649,Vehicle9600,Audi,Camry,2012
Cust6650,Vehicle11848,Suburu,Impreza,2006
Cust6651,Vehicle10573,Suburu,Grand Cherokee,2005
Cust6652,Vehicle29191,Nissan,Maxima,2009
Cust6654,Vehicle25553,Jeep,Grand Cherokee,2005
Cust6655,Vehicle30072,Ford,F150,1997
Cust6656,Vehicle24411,Toyota,Highlander,2012
Cust6657,Vehicle23098,Audi,ML350,2003
Cust6658,Vehicle24110,Volkswagen,Jetta,2006
Cust6659,Vehicle12060,Chevrolet,X5,2007
Cust6660,Vehicle15446,Accura,TL,2011
Cust6661,Vehicle15418,BMW,X5,2004
Cust6662,Vehicle19478,Mercedes,E400,2015
Cust6663,Vehicle36984,Nissan,Ultima,2007
Cust6664,Vehicle17332,Ford,3 Series,2011
Cust6665,Vehicle34953,Chevrolet,Tahoe,2011
Cust6666,Vehicle4138,Mercedes,E400,1998
Cust6669,Vehicle21499,Audi,A3,1997
Cust6670,Vehicle5178,Suburu,Impreza,2012
Cust6673,Vehicle18819,Mercedes,C300,2000
Cust6674,Vehicle2034,Chevrolet,Legacy,2000
Cust6675,Vehicle6639,Volkswagen,Fusion,2012
Cust6676,Vehicle7591,Chevrolet,Silverado,2004
Cust6677,Vehicle8992,Ford,Fusion,2013
Cust6678,Vehicle30665,Nissan,Maxima,2005
Cust6679,Vehicle7368,Mercedes,E400,2010
Cust6680,Vehicle6385,Saab,92x,2004
Cust6681,Vehicle18541,Chevrolet,95,2007
Cust6682,Vehicle32361,Dodge,C300,2006
Cust6684,Vehicle11344,Toyota,Corolla,2004
Cust6685,Vehicle15165,Dodge,Neon,2008
Cust6686,Vehicle30645,Dodge,RAM,2013
Cust6687,Vehicle34147,Nissan,Maxima,1997
Cust6688,Vehicle17968,Ford,F150,2012
Cust6691,Vehicle10266,BMW,X6,2009
Cust6692,Vehicle19843,Accura,MDX,2007
Cust6694,Vehicle14563,Dodge,RAM,1999
Cust6695,Vehicle32688,Ford,Escape,1998
Cust6696,Vehicle28083,Dodge,Camry,2010
Cust6697,Vehicle38398,Dodge,RAM,2011
Cust6699,Vehicle20747,Ford,Escape,2008
Cust6701,Vehicle38907,Honda,ML350,2012
Cust6702,Vehicle1475,Chevrolet,Malibu,2011
Cust6703,Vehicle22292,Accura,RSX,2003
Cust6704,Vehicle29711,BMW,M5,2010
Cust6705,Vehicle35506,Honda,Tahoe,2000
Cust6706,Vehicle6310,Honda,92x,1998
Cust6707,Vehicle19973,Dodge,Highlander,2004
Cust6708,Vehicle19110,Toyota,Camry,2010
Cust6709,Vehicle21627,Volkswagen,Jetta,2007
Cust6710,Vehicle12493,???,Jetta,2007
Cust6711,Vehicle35354,Nissan,Highlander,2002
Cust6712,Vehicle17860,Mercedes,Passat,2002
Cust6713,Vehicle13966,Saab,93,1999
Cust6714,Vehicle14050,BMW,X6,2012
Cust6716,Vehicle12571,Mercedes,E400,2001
Cust6717,Vehicle7221,BMW,Tahoe,2002
Cust6718,Vehicle8548,Audi,A3,2004
Cust6719,Vehicle20084,Audi,Maxima,2001
Cust6721,Vehicle27586,Ford,Escape,2002
Cust6723,Vehicle10317,Jeep,Grand Cherokee,2010
Cust6725,Vehicle28011,BMW,X6,1997
Cust6726,Vehicle38478,Ford,Escape,1996
Cust6729,Vehicle12125,Saab,M5,1999
Cust6730,Vehicle7713,BMW,M5,2000
Cust6731,Vehicle7260,Mercedes,Tahoe,1996
Cust6732,Vehicle28288,Dodge,RAM,2007
Cust6733,Vehicle15390,Nissan,Malibu,2011
Cust6734,Vehicle2620,Accura,MDX,2001
Cust6736,Vehicle34651,Dodge,Highlander,2005
Cust6737,Vehicle36867,Volkswagen,Jetta,2004
Cust6740,Vehicle24687,Chevrolet,Tahoe,2003
Cust6743,Vehicle13405,Toyota,Legacy,2009
Cust6744,Vehicle16912,Mercedes,Silverado,1996
Cust6745,Vehicle36192,Honda,Legacy,2002
Cust6747,Vehicle10382,Toyota,Highlander,2011
Cust6748,Vehicle21721,Dodge,RAM,2009
Cust6749,Vehicle31373,Mercedes,ML350,2008
Cust6752,Vehicle37629,Volkswagen,Passat,2011
Cust6753,Vehicle12976,BMW,X5,2001
Cust6754,Vehicle11572,Ford,Fusion,2009
Cust6756,Vehicle30385,Toyota,X6,2002
Cust6757,Vehicle13492,Dodge,E400,2005
Cust6758,Vehicle28534,Accura,Jetta,2009
Cust6759,Vehicle26650,Accura,MDX,2013
Cust6760,Vehicle6929,Volkswagen,Jetta,2008
Cust6762,Vehicle10273,Volkswagen,Jetta,2007
Cust6763,Vehicle36873,Jeep,Wrangler,2008
Cust6764,Vehicle25800,Dodge,RAM,2007
Cust6766,Vehicle24794,BMW,95,2002
Cust6768,Vehicle3372,Ford,Fusion,2011
Cust6770,Vehicle13541,Ford,A5,2010
Cust6772,Vehicle18766,Suburu,Ultima,2004
Cust6773,Vehicle8012,Ford,F150,2010
Cust6774,Vehicle2914,Ford,F150,1995
Cust6775,Vehicle24574,Jeep,Wrangler,2002
Cust6779,Vehicle10309,Audi,A3,2004
Cust6780,Vehicle34835,Saab,92x,1999
Cust6782,Vehicle33904,Saab,RSX,1997
Cust6783,Vehicle3289,Mercedes,C300,2000
Cust6784,Vehicle26152,Dodge,RAM,2005
Cust6785,Vehicle32827,Nissan,X6,2001
Cust6786,Vehicle38383,Volkswagen,Jetta,2012
Cust6787,Vehicle27272,Suburu,Legacy,2008
Cust6788,Vehicle35053,Saab,93,1999
Cust6789,Vehicle34149,Toyota,Highlander,2004
Cust6791,Vehicle4419,Dodge,RAM,2009
Cust6793,Vehicle7595,Volkswagen,Jetta,2006
Cust6794,Vehicle22945,Audi,Ultima,2007
Cust6795,Vehicle14769,Jeep,Impreza,2003
Cust6797,Vehicle3832,Chevrolet,Silverado,2006
Cust6798,Vehicle2196,Mercedes,Impreza,2009
Cust6799,Vehicle17618,Suburu,Forrestor,2001
Cust6800,Vehicle21121,Toyota,Highlander,2014
Cust6802,Vehicle19802,Honda,Maxima,2014
Cust6806,Vehicle29665,Toyota,RAM,2010
Cust6808,Vehicle38750,Saab,92x,2002
Cust6809,Vehicle25977,Saab,92x,2002
Cust6810,Vehicle36638,Mercedes,E400,2003
Cust6811,Vehicle28252,Jeep,Grand Cherokee,2006
Cust6812,Vehicle5914,BMW,Tahoe,2008
Cust6813,Vehicle12073,BMW,Tahoe,2010
Cust6814,Vehicle29826,Suburu,Impreza,1996
Cust6815,Vehicle38674,Saab,95,2003
Cust6820,Vehicle17667,Suburu,Wrangler,2004
Cust6821,Vehicle19565,Suburu,Forrestor,2005
Cust6826,Vehicle35288,Suburu,RAM,2004
Cust6831,Vehicle2515,Mercedes,Jetta,1998
Cust6832,Vehicle23784,Jeep,Grand Cherokee,2011
Cust6836,Vehicle11058,BMW,X5,2008
Cust6837,Vehicle38300,BMW,X5,2009
Cust6838,Vehicle34685,Audi,A3,2000
Cust6839,Vehicle20888,Audi,A3,2002
Cust6840,Vehicle4235,Toyota,Highlander,2012
Cust6841,Vehicle8326,Toyota,Maxima,2013
Cust6844,Vehicle35946,Saab,92x,2005
Cust6845,Vehicle10478,Ford,Escape,1996
Cust6846,Vehicle26969,Ford,Escape,2000
Cust6847,Vehicle30325,Ford,Neon,1999
Cust6848,Vehicle13456,Suburu,A5,2005
Cust6849,Vehicle37900,Suburu,A5,2002
Cust6850,Vehicle29860,Audi,ML350,2008
Cust6852,Vehicle3723,BMW,Civic,2001
Cust6853,Vehicle29333,Honda,M5,2001
Cust6854,Vehicle21203,BMW,M5,2009
Cust6855,Vehicle1700,BMW,M5,2011
Cust6856,Vehicle25311,Toyota,Highlander,2012
